13:51:39  watchdog: 390분 뒤 강제 정지 예약
13:51:39  시작 코퍼스 0 청크 / 원본 200016 / TEI 상한 2.0 고정
13:51:42  ◆ 앱 기동 — 연속 색인 시작(1회차)
15:14:41  [watch] 청크 96812 (+1190) 원본당 63.0ms | INSERT 2.068ms/건 | ckpt 17/0 wal 1757.7MB | dead 0 vac 14 run=0 | hnsw 163MB | cpu app 0.27% db 25.17% tei 201.37% | base 63.0
15:15:44  [watch] 청크 98028 (+1216) 원본당 63.0ms | INSERT 2.042ms/건 | ckpt 17/0 wal 1812.5MB | dead 0 vac 14 run=0 | hnsw 165MB | cpu app 0.42% db 24.49% tei 149.76% | base 63.0
15:16:47  [watch] 청크 99255 (+1227) 원본당 63.0ms | INSERT 2.113ms/건 | ckpt 17/0 wal 1832.1MB | dead 0 vac 14 run=0 | hnsw 167MB | cpu app 0.21% db 100.22% tei 201.17% | base 63.0
15:17:50  [watch] 청크 100452 (+1197) 원본당 63.0ms | INSERT 2.629ms/건 | ckpt 17/0 wal 1842.1MB | dead 0 vac 14 run=0 | hnsw 169MB | cpu app 0.19% db 0.09% tei 199.40% | base 63.0
15:18:53  [watch] 청크 101657 (+1205) 원본당 63.0ms | INSERT 2.025ms/건 | ckpt 17/0 wal 1849.9MB | dead 0 vac 14 run=0 | hnsw 171MB | cpu app 0.29% db 0.02% tei 199.76% | base 63.0
15:19:56  [watch] 청크 102856 (+1199) 원본당 63.0ms | INSERT 2.192ms/건 | ckpt 18/0 wal 1960.6MB | dead 0 vac 14 run=0 | hnsw 173MB | cpu app 0.22% db 0.51% tei 198.72% | base 63.0
15:20:59  [watch] 청크 104050 (+1194) 원본당 63.0ms | INSERT 2.112ms/건 | ckpt 18/0 wal 2002.8MB | dead 0 vac 14 run=0 | hnsw 175MB | cpu app 0.39% db 4.59% tei 201.93% | base 63.0
15:22:02  [watch] 청크 105255 (+1205) 원본당 63.0ms | INSERT 2.149ms/건 | ckpt 18/0 wal 2020.0MB | dead 0 vac 15 run=0 | hnsw 177MB | cpu app 0.94% db 0.05% tei 152.21% | base 63.0
15:23:06  [watch] 청크 106549 (+1294) 원본당 58.2ms | INSERT 2.122ms/건 | ckpt 18/0 wal 2030.2MB | dead 0 vac 15 run=0 | hnsw 179MB | cpu app 0.37% db 0.01% tei 199.15% | base 63.0
15:24:09  [watch] 청크 107762 (+1213) 원본당 63.0ms | INSERT 2.100ms/건 | ckpt 19/0 wal 2072.2MB | dead 0 vac 15 run=0 | hnsw 181MB | cpu app 0.38% db 1.86% tei 200.61% | base 63.0
15:25:12  [watch] 청크 108966 (+1204) 원본당 63.0ms | INSERT 2.242ms/건 | ckpt 19/0 wal 2168.1MB | dead 0 vac 15 run=0 | hnsw 183MB | cpu app 0.39% db 0.15% tei 200.82% | base 63.0
15:26:15  [watch] 청크 110177 (+1211) 원본당 63.0ms | INSERT 2.182ms/건 | ckpt 19/0 wal 2201.1MB | dead 0 vac 15 run=0 | hnsw 185MB | cpu app 0.64% db 0.05% tei 201.92% | base 63.0
15:27:18  [watch] 청크 111363 (+1186) 원본당 63.0ms | INSERT 2.184ms/건 | ckpt 19/0 wal 2216.6MB | dead 0 vac 15 run=0 | hnsw 187MB | cpu app 0.43% db 0.04% tei 200.28% | base 63.0
15:28:21  [watch] 청크 112469 (+1106) 원본당 70.0ms | INSERT 2.530ms/건 | ckpt 19/0 wal 2225.4MB | dead 0 vac 15 run=0 | hnsw 189MB | cpu app 0.39% db 116.75% tei 202.02% | base 63.0
15:29:24  [watch] 청크 113680 (+1211) 원본당 63.0ms | INSERT 2.518ms/건 | ckpt 20/0 wal 2296.0MB | dead 0 vac 15 run=0 | hnsw 191MB | cpu app 0.95% db 0.20% tei 143.29% | base 63.0
15:30:27  [watch] 청크 114893 (+1213) 원본당 63.0ms | INSERT 2.243ms/건 | ckpt 20/0 wal 2375.4MB | dead 0 vac 15 run=0 | hnsw 193MB | cpu app 0.22% db 20.11% tei 199.71% | base 63.0
15:31:30  [watch] 청크 116088 (+1195) 원본당 63.0ms | INSERT 2.267ms/건 | ckpt 20/0 wal 2406.3MB | dead 0 vac 15 run=0 | hnsw 195MB | cpu app 0.40% db 0.05% tei 169.99% | base 63.0
15:32:34  [watch] 청크 117403 (+1315) 원본당 58.2ms | INSERT 2.199ms/건 | ckpt 20/0 wal 2421.5MB | dead 0 vac 15 run=0 | hnsw 197MB | cpu app 0.38% db 0.29% tei 198.70% | base 63.0
15:33:37  [watch] 청크 118584 (+1181) 원본당 63.0ms | INSERT 2.225ms/건 | ckpt 20/0 wal 2430.4MB | dead 0 vac 15 run=0 | hnsw 199MB | cpu app 0.59% db 4.93% tei 178.76% | base 63.0
15:34:40  [watch] 청크 119796 (+1212) 원본당 63.0ms | INSERT 2.354ms/건 | ckpt 21/0 wal 2527.1MB | dead 0 vac 15 run=0 | hnsw 201MB | cpu app 0.35% db 0.07% tei 200.94% | base 63.0
15:35:43  [watch] 청크 120994 (+1198) 원본당 63.0ms | INSERT 2.343ms/건 | ckpt 21/0 wal 2593.0MB | dead 0 vac 15 run=0 | hnsw 203MB | cpu app 0.35% db 27.91% tei 200.57% | base 63.0
