         /\      Grafana   /‾‾/  
    /\  /  \     |\  __   /  /   
   /  \/    \    | |/ /  /   ‾‾\ 
  /          \   |   (  |  (‾)  |
 / __________ \  |_|\_\  \_____/ 
     execution: local
        script: traffic.js
        output: -
     scenarios: (100.00%) 1 scenario, 2000 max VUs, 10m10s max duration (incl. graceful stop):
              * traffic: Up to 1454.00 iterations/s for 10m0s over 40 stages (maxVUs: 250-2000, gracefulStop: 10s)
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
Run       [ 100% ] setup()
time="2026-09-20T02:56:41Z" level=info msg="setup: 세션 300/300 준비" source=console
running (03m47.9s), 0093/0250 VUs, 203960 complete and 0 interrupted iterations
running (03m48.9s), 0096/0250 VUs, 204873 complete and 0 interrupted iterations
running (03m49.9s), 0092/0250 VUs, 205781 complete and 0 interrupted iterations
running (03m50.9s), 0094/0250 VUs, 206672 complete and 0 interrupted iterations
running (03m51.9s), 0092/0250 VUs, 207568 complete and 0 interrupted iterations
running (03m52.9s), 0102/0250 VUs, 208481 complete and 0 interrupted iterations
running (03m53.9s), 0093/0250 VUs, 209441 complete and 0 interrupted iterations
running (03m54.9s), 0110/0250 VUs, 210404 complete and 0 interrupted iterations
running (03m55.9s), 0105/0250 VUs, 211419 complete and 0 interrupted iterations
running (03m56.9s), 0103/0250 VUs, 212459 complete and 0 interrupted iterations
running (03m57.9s), 0112/0250 VUs, 213517 complete and 0 interrupted iterations
running (03m58.9s), 0124/0250 VUs, 214601 complete and 0 interrupted iterations
running (03m59.9s), 0116/0250 VUs, 215734 complete and 0 interrupted iterations
running (04m00.9s), 0116/0250 VUs, 216889 complete and 0 interrupted iterations
running (04m01.9s), 0127/0250 VUs, 218060 complete and 0 interrupted iterations
running (04m02.9s), 0142/0250 VUs, 219257 complete and 0 interrupted iterations
running (04m03.9s), 0120/0250 VUs, 220519 complete and 0 interrupted iterations
running (04m04.9s), 0139/0250 VUs, 221771 complete and 0 interrupted iterations
running (04m05.9s), 0137/0250 VUs, 223071 complete and 0 interrupted iterations
running (04m06.9s), 0133/0250 VUs, 224388 complete and 0 interrupted iterations
running (04m07.9s), 0128/0250 VUs, 225693 complete and 0 interrupted iterations
running (04m08.9s), 0127/0250 VUs, 226976 complete and 0 interrupted iterations
running (04m09.9s), 0128/0250 VUs, 228243 complete and 0 interrupted iterations
running (04m10.9s), 0132/0250 VUs, 229491 complete and 0 interrupted iterations
running (04m11.9s), 0132/0250 VUs, 230729 complete and 0 interrupted iterations
running (04m12.9s), 0119/0250 VUs, 231963 complete and 0 interrupted iterations
running (04m13.9s), 0120/0250 VUs, 233168 complete and 0 interrupted iterations
running (04m14.9s), 0125/0250 VUs, 234353 complete and 0 interrupted iterations
running (04m15.9s), 0121/0250 VUs, 235531 complete and 0 interrupted iterations
running (04m16.9s), 0123/0250 VUs, 236689 complete and 0 interrupted iterations
running (04m17.9s), 0114/0250 VUs, 237841 complete and 0 interrupted iterations
running (04m18.9s), 0118/0250 VUs, 238965 complete and 0 interrupted iterations
running (04m19.9s), 0121/0250 VUs, 240074 complete and 0 interrupted iterations
running (04m20.9s), 0104/0250 VUs, 241188 complete and 0 interrupted iterations
running (04m21.9s), 0111/0250 VUs, 242256 complete and 0 interrupted iterations
running (04m22.9s), 0105/0250 VUs, 243298 complete and 0 interrupted iterations
running (04m23.9s), 0101/0250 VUs, 244301 complete and 0 interrupted iterations
running (04m24.9s), 0092/0250 VUs, 245271 complete and 0 interrupted iterations
running (04m25.9s), 0095/0250 VUs, 246192 complete and 0 interrupted iterations
running (04m26.9s), 0080/0250 VUs, 247091 complete and 0 interrupted iterations
running (04m27.9s), 0089/0250 VUs, 247930 complete and 0 interrupted iterations
running (04m28.9s), 0080/0250 VUs, 248747 complete and 0 interrupted iterations
running (04m29.9s), 0077/0250 VUs, 249522 complete and 0 interrupted iterations
running (04m30.9s), 0068/0250 VUs, 250265 complete and 0 interrupted iterations
running (04m31.9s), 0069/0250 VUs, 250959 complete and 0 interrupted iterations
running (04m32.9s), 0065/0250 VUs, 251621 complete and 0 interrupted iterations
running (04m33.9s), 0055/0250 VUs, 252250 complete and 0 interrupted iterations
running (04m34.9s), 0053/0250 VUs, 252833 complete and 0 interrupted iterations
running (04m35.9s), 0053/0250 VUs, 253378 complete and 0 interrupted iterations
running (04m36.9s), 0058/0250 VUs, 253907 complete and 0 interrupted iterations
running (04m37.9s), 0061/0250 VUs, 254487 complete and 0 interrupted iterations
running (04m38.9s), 0062/0250 VUs, 255122 complete and 0 interrupted iterations
running (04m39.9s), 0070/0250 VUs, 255801 complete and 0 interrupted iterations
running (04m40.9s), 0078/0250 VUs, 256532 complete and 0 interrupted iterations
running (04m41.9s), 0079/0250 VUs, 257321 complete and 0 interrupted iterations
running (04m42.9s), 0092/0250 VUs, 258149 complete and 0 interrupted iterations
running (04m43.9s), 0105/0250 VUs, 259030 complete and 0 interrupted iterations
running (04m44.9s), 0099/0250 VUs, 259981 complete and 0 interrupted iterations
running (04m45.9s), 0102/0250 VUs, 260975 complete and 0 interrupted iterations
running (04m46.9s), 0112/0250 VUs, 262013 complete and 0 interrupted iterations
running (04m47.9s), 0101/0250 VUs, 263124 complete and 0 interrupted iterations
running (04m48.9s), 0126/0250 VUs, 264251 complete and 0 interrupted iterations
running (04m49.9s), 0251/0303 VUs, 265247 complete and 0 interrupted iterations
running (04m50.9s), 0133/0303 VUs, 266619 complete and 0 interrupted iterations
running (04m51.9s), 0131/0303 VUs, 267900 complete and 0 interrupted iterations
